         278390747 function calls (273547892 primitive calls) in 664.507 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.126    0.126 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\printing\__init__.py:1(<module>)
215311/215308    0.085    0.000    0.126    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:1108(get_points)
    71600    0.075    0.000    0.125    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\nn\modules\container.py:240(__iter__)
396072/395923    0.121    0.000    0.125    0.000 {method 'join' of 'str' objects}
     4770    0.054    0.000    0.124    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\distributions\distribution.py:274(_validate_sample)
    14310    0.124    0.000    0.124    0.000 {built-in method torch._ops.profiler.}
    75716    0.054    0.000    0.124    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\cbook.py:1347(_to_unmasked_float_array)
   262352    0.124    0.000    0.124    0.000 {built-in method cvxopt.blas.trsm}
     1230    0.011    0.000    0.123    0.000 <frozen importlib._bootstrap_external>:1597(find_spec)
      715    0.008    0.000    0.123    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:784(set_clip_path)
   269011    0.106    0.000    0.123    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:723(get_figure)
    31550    0.054    0.000    0.122    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\autograd\grad_mode.py:80(__enter__)
        9    0.000    0.000    0.122    0.014 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:2086(wm_deiconify)
   169906    0.090    0.000    0.122    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:448(get_transform)
    15176    0.072    0.000    0.122    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\ma\core.py:3024(_update_from)
   822216    0.121    0.000    0.121    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2114(_shape_dispatcher)
   263972    0.120    0.000    0.121    0.000 {method 'extend' of 'list' objects}
      562    0.008    0.000    0.121    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\ma\core.py:2397(masked_invalid)
    31550    0.055    0.000    0.119    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\autograd\grad_mode.py:84(__exit__)
   262352    0.118    0.000    0.118    0.000 {built-in method cvxopt.misc_solvers.triusc}
      889    0.118    0.000    0.118    0.000 {built-in method marshal.loads}
   716333    0.118    0.000    0.118    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:1926(get_matrix)
        9    0.000    0.000    0.114    0.013 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\__init__.py:2665(__getattr__)
      157    0.005    0.000    0.114    0.001 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:59(__init__)
        1    0.000    0.000    0.113    0.113 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\__init__.py:1(<module>)
   295143    0.113    0.000    0.113    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
    57240    0.112    0.000    0.112    0.000 {method 'item' of 'torch._C.TensorBase' objects}
     1686    0.005    0.000    0.112    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\collections.py:774(_set_facecolor)
    28649    0.030    0.000    0.110    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\collections.py:906(update_scalarmappable)
     1190    0.003    0.000    0.110    0.000 <frozen ntpath>:705(realpath)
    23694    0.035    0.000    0.110    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\cbook.py:871(get_siblings)
        5    0.000    0.000    0.110    0.022 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\utils.py:523(get_system_info)
    27145    0.022    0.000    0.110    0.000 {method 'max' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.109    0.022 C:\Users\clark\miniforge3\Lib\platform.py:1224(platform)
        2    0.000    0.000    0.109    0.055 C:\Users\clark\miniforge3\Lib\platform.py:322(_wmi_query)
        2    0.109    0.054    0.109    0.054 {built-in method _wmi.exec_query}
    57246    0.033    0.000    0.106    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\utils\_pytree.py:699(_is_leaf)
   295143    0.106    0.000    0.106    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
   100178    0.037    0.000    0.106    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\utils\_pytree.py:692(_get_node_type)
     4770    0.104    0.000    0.104    0.000 {method 'mean' of 'torch._C.TensorBase' objects}
     1760    0.003    0.000    0.104    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\markers.py:220(__init__)
    71905    0.036    0.000    0.103    0.000 <frozen _collections_abc>:911(__iter__)
   324127    0.103    0.000    0.103    0.000 {method 'values' of 'dict' objects}
    33898    0.066    0.000    0.102    0.000 {built-in method builtins.sorted}
    59680    0.071    0.000    0.101    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\preprocessing.py:27(is_image_space)
     2825    0.006    0.000    0.100    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\arrayprint.py:828(_formatArray)
     2380    0.099    0.000    0.099    0.000 {built-in method nt._getfinalpathname}
        8    0.000    0.000    0.099    0.012 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\image.py:1518(imsave)
      494    0.018    0.000    0.099    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\lines.py:744(draw)
    35800    0.099    0.000    0.099    0.000 {method 'flatten' of 'torch._C.TensorBase' objects}
     5172    0.052    0.000    0.099    0.000 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:1589(_register)
        8    0.000    0.000    0.098    0.012 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\PIL\Image.py:2509(save)
        1    0.000    0.000    0.097    0.097 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\core\sympify.py:1(<module>)
   138811    0.073    0.000    0.096    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backend_bases.py:811(set_alpha)
        9    0.000    0.000    0.096    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:479(__init__)
     11/9    0.000    0.000    0.095    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_subclasses\fake_impls.py:109(<genexpr>)
   765083    0.095    0.000    0.095    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\multiarray.py:1098(copyto)
        9    0.000    0.000    0.095    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backend_bases.py:2609(__init__)
    23875    0.064    0.000    0.095    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\utils.py:384(is_vectorized_observation)
      562    0.002    0.000    0.095    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\collections.py:848(set_alpha)
8735/2825    0.039    0.000    0.094    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\arrayprint.py:837(recurser)
      300    0.000    0.000    0.094    0.000 C:\Users\clark\miniforge3\Lib\dataclasses.py:1247(dataclass)
    71680    0.094    0.000    0.094    0.000 {method 'sort' of 'numpy.ndarray' objects}
   210440    0.054    0.000    0.093    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_tensor.py:1166(__hash__)
        9    0.000    0.000    0.093    0.010 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\figure.py:644(add_subplot)
        9    0.001    0.000    0.093    0.010 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:622(__init__)
     7157    0.007    0.000    0.092    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_tensor.py:1071(__rsub__)
   465195    0.091    0.000    0.091    0.000 {built-in method builtins.id}
     1150    0.004    0.000    0.090    0.000 C:\Users\clark\miniforge3\Lib\dataclasses.py:449(_create_fn)
        9    0.001    0.000    0.090    0.010 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:609(__init__)
     1146    0.004    0.000    0.089    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:921(update_from_data_xy)
     1760    0.006    0.000    0.088    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\markers.py:299(_set_marker)
        1    0.000    0.000    0.088    0.088 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\printing\pycode.py:1(<module>)
    27145    0.010    0.000    0.088    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\_methods.py:42(_amax)
   167594    0.061    0.000    0.088    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:1773(__array__)
   163047    0.087    0.000    0.087    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backend_bases.py:828(set_antialiased)
        1    0.000    0.000    0.087    0.087 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\printing\codeprinter.py:1(<module>)
   167622    0.069    0.000    0.087    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backend_bases.py:945(get_hatch_path)
        8    0.000    0.000    0.086    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\PIL\PngImagePlugin.py:1300(_save)
   197265    0.056    0.000    0.086    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\numeric.py:1927(isscalar)
        1    0.000    0.000    0.086    0.086 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\functions\__init__.py:1(<module>)
        8    0.000    0.000    0.086    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\PIL\ImageFile.py:535(_save)
   765024    0.085    0.000    0.085    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1900(_ravel_dispatcher)
        8    0.000    0.000    0.085    0.011 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\PIL\ImageFile.py:563(_encode_tile)
     7157    0.085    0.000    0.085    0.000 {built-in method torch.rsub}
        1    0.000    0.000    0.084    0.084 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\core\basic.py:1(<module>)
       63    0.001    0.000    0.084    0.001 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:827(_Button)
       82    0.001    0.000    0.083    0.001 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:367(__init__)
     4780    0.008    0.000    0.083    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\distributions\utils.py:58(_standard_normal)
      968    0.001    0.000    0.082    0.000 C:\Users\clark\miniforge3\Lib\re\__init__.py:280(_compile)
    23875    0.028    0.000    0.082    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1349(argmin)
   399540    0.081    0.000    0.081    0.000 {method 'pop' of 'dict' objects}
   505879    0.081    0.000    0.081    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\_api\__init__.py:79(<genexpr>)
   441824    0.080    0.000    0.080    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:945(get_rasterized)
       39    0.000    0.000    0.080    0.002 C:\Users\clark\miniforge3\Lib\re\__init__.py:226(compile)
       33    0.000    0.000    0.080    0.002 C:\Users\clark\miniforge3\Lib\re\_compiler.py:745(compile)
       17    0.000    0.000    0.080    0.005 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\trace_rules.py:3407(add)
   140233    0.080    0.000    0.080    0.000 {method 'tolist' of 'numpy.ndarray' objects}
    19129    0.061    0.000    0.079    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\shape_base.py:80(atleast_2d)
    16564    0.044    0.000    0.077    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\ma\core.py:458(_check_fill_value)
        4    0.000    0.000    0.077    0.019 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\trace_rules.py:3400(_recompile_re)
   770963    0.076    0.000    0.076    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\shape_base.py:17(_atleast_1d_dispatcher)
        1    0.000    0.000    0.076    0.076 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\utils.py:1(<module>)
    48471    0.063    0.000    0.075    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:347(width)
    31570    0.071    0.000    0.075    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\autograd\grad_mode.py:75(__init__)
   104/16    0.001    0.000    0.075    0.005 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:2664(destroy)
   191256    0.075    0.000    0.075    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\lib\_type_check_impl.py:131(imag)
        9    0.000    0.000    0.075    0.008 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:2180(wm_iconphoto)
   478032    0.074    0.000    0.074    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2584(_all_dispatcher)
       33    0.000    0.000    0.074    0.002 C:\Users\clark\miniforge3\Lib\re\_parser.py:969(parse)
   100/33    0.000    0.000    0.074    0.002 C:\Users\clark\miniforge3\Lib\re\_parser.py:452(_parse_sub)
       63    0.002    0.000    0.074    0.001 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:748(_set_image_for_button)
   235/34    0.005    0.000    0.074    0.002 C:\Users\clark\miniforge3\Lib\re\_parser.py:512(_parse)
      889    0.073    0.000    0.073    0.000 {built-in method _io.open_code}
   441824    0.073    0.000    0.073    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:972(get_agg_filter)
        1    0.000    0.000    0.073    0.073 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\mpmath\__init__.py:1(<module>)
     3544    0.073    0.000    0.073    0.000 {built-in method nt.stat}
    23892    0.027    0.000    0.073    0.000 C:\Users\clark\miniforge3\Lib\encodings\cp1252.py:18(encode)
       74    0.072    0.001    0.072    0.001 {method 'encode' of 'ImagingEncoder' objects}
    24633    0.031    0.000    0.072    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
      109    0.000    0.000    0.072    0.001 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\core\cache.py:66(func_wrapper)
      228    0.070    0.000    0.071    0.000 C:\Users\clark\miniforge3\Lib\functools.py:518(decorating_function)
   119455    0.051    0.000    0.071    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\nn\modules\module.py:2658(<lambda>)
     93/4    0.263    0.003    0.070    0.018 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:206(get_text_width_height_descent)
    93105    0.040    0.000    0.070    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\distributions\utils.py:40(<genexpr>)
    98875    0.070    0.000    0.070    0.000 {built-in method torch._C._set_grad_enabled}
        1    0.000    0.000    0.070    0.070 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\core\basic.py:126(Basic)
   100178    0.059    0.000    0.069    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\utils\_pytree.py:681(_is_namedtuple_instance)
        1    0.000    0.000    0.069    0.069 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\__init__.py:1(<module>)
       25    0.002    0.000    0.068    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\library.py:119(define)
      556    0.008    0.000    0.068    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:220(remove)
     4770    0.008    0.000    0.068    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\distributions.py:110(sum_independent_dims)
     3374    0.009    0.000    0.067    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\ma\core.py:1604(make_mask)
        1    0.000    0.000    0.067    0.067 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\polys\partfrac.py:1(<module>)
        1    0.000    0.000    0.067    0.067 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\utilities\decorator.py:59(xthreaded)
        1    0.000    0.000    0.067    0.067 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\utilities\decorator.py:10(threaded_factory)
    35800    0.067    0.000    0.067    0.000 {method 'float' of 'torch._C.TensorBase' objects}
    15323    0.023    0.000    0.067    0.000 C:\Users\clark\miniforge3\Lib\copy.py:247(_reconstruct)
        1    0.000    0.000    0.067    0.067 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\_diagnostic.py:1(<module>)
        1    0.000    0.000    0.067    0.067 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\matrices\__init__.py:1(<module>)
        9    0.000    0.000    0.066    0.007 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:1439(clear)
24579/24381    0.038    0.000    0.066    0.000 C:\Users\clark\miniforge3\Lib\typing.py:392(inner)
        9    0.001    0.000    0.066    0.007 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:1307(__clear)
        1    0.000    0.000    0.066    0.066 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\__init__.py:1(<module>)
   196708    0.066    0.000    0.066    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
     4775    0.027    0.000    0.066    0.000 C:\Users\clark\Documents\Robotarium\robotarium_python_simulator\rps\robotarium_abc.py:158(_diff_to_uni)
    31571    0.047    0.000    0.066    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\utils\_contextlib.py:154(__new__)
