         1186752738 function calls (1183714170 primitive calls) in 303.272 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    29335    0.003    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\numeric.py:872(_outer_dispatcher)
      460    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_utils.py:204(_rebuild_tensor_v2)
        9    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:2598(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\plotting\backends\base_backend.py:1(<module>)
      435    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\inspect.py:2830(__str__)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\replay_record.py:1(<module>)
       30    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\policies.py:96(_update_features_extractor)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:625(__init__)
       10    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\shimmy\openai_gym_compatibility.py:170(__init__)
      610    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:3005(handle_single_axis)
      672    0.003    0.000    0.003    0.000 {built-in method zlib.crc32}
      218    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\trace_rules.py:3207(_as_posix_path)
       91    0.001    0.000    0.003    0.000 <frozen zipimport>:64(__init__)
      826    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\_methods.py:50(_sum)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\functions\special\delta_functions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\functions\special\hyper.py:1(<module>)
      154    0.003    0.000    0.003    0.000 {method 'close' of '_io.BufferedReader' objects}
       29    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\traceback.py:221(extract_stack)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\matrices\solvers.py:1(<module>)
       20    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\shimmy\openai_gym_compatibility.py:297(_convert_space)
       30    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\policies.py:118(make_features_extractor)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_numpy\fft.py:1(<module>)
      442    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\inspect.py:2124(_signature_bound_method)
     1530    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\cbook.py:1744(sanitize_sequence)
      981    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\colors.py:224(is_color_like)
    29335    0.003    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\fromnumeric.py:1345(_argmin_dispatcher)
      933    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:232(__init__)
       40    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\policies.py:63(__init__)
       30    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\torch_layers.py:41(__init__)
      453    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:2575(__init__)
    16330    0.003    0.000    0.003    0.000 {method 'get' of 'mappingproxy' objects}
      890    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:670(_classify_pyc)
      105    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\linecache.py:36(getlines)
      590    0.002    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:616(translated)
    29335    0.003    0.000    0.003    0.000 c:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\environment.py:290(get_nearby_hazards)
      678    0.003    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\font_manager.py:1154(get_default_size)
       20    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\gymnasium\spaces\box.py:56(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_location.py:1(<module>)
      996    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\_core\numerictypes.py:471(issubdtype)
      559    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:324(max)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_numpy\_funcs.py:1(<module>)
     2892    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\font_manager.py:1349(<genexpr>)
       29    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\traceback.py:377(extract)
      667    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:1124(set_zorder)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\hooks.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\context.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\tensor\array\__init__.py:1(<module>)
       30    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\zipfile\__init__.py:999(_update_crc)
       10    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\buffers.py:185(__init__)
      632    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\artist.py:935(_set_gc_clip)
       88    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_ops.py:1214(__getattr__)
    30550    0.003    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_jit_internal.py:103(is_scripting)
       19    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\linecache.py:80(updatecache)
       29    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\traceback.py:399(_extract_from_extended_frame_gen)
     1190    0.002    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\numpy\ma\core.py:458(_check_fill_value)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\polys\rootoftools.py:1(<module>)
      464    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\font_manager.py:1586(get_font)
      126    0.003    0.000    0.003    0.000 {method 'resize' of 'ImagingCore' objects}
     1370    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\dataclasses.py:864(_set_new_attribute)
      300    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\dataclasses.py:250(_recursive_repr)
      932    0.003    0.000    0.003    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\symbolic_helper.py:1(<module>)
      701    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:299(xmin)
      138    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\ticker.py:785(_set_order_of_magnitude)
  380/377    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:1108(get_points)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\codegen.py:1(<module>)
     5867    0.003    0.000    0.003    0.000 C:\Users\clark\Documents\Robotarium\robotarium_python_simulator\rps\robotarium.py:32(get_poses)
     1205    0.000    0.000    0.003    0.000 <frozen ntpath>:581(abspath)
       18    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:3464(tick_params)
      460    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_utils.py:183(_rebuild_tensor)
      109    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\core\cache.py:66(func_wrapper)
       82    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:395(_apply_tickdir)
       20    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:311(_getdefaults)
      743    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:314(ymax)
       20    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\typing.py:2791(_make_nmtuple)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_invocation.py:1(<module>)
      584    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\weakref.py:53(_cb)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\assumptions\ask.py:1(<module>)
      481    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\text.py:995(set_color)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\distributed\tensor\_ops\_view_ops.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\distributed\fsdp\_fully_shard\_fsdp_param.py:1(<module>)
       57    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\path.py:607(get_extents)
       15    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\optim\optimizer.py:840(load_state_dict)
      790    0.003    0.000    0.003    0.000 {built-in method torch.empty}
      812    0.002    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\font_manager.py:1175(score_family)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_inductor\runtime\autotune_cache.py:1(<module>)
       64    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\pathlib.py:852(exists)
      286    0.000    0.000    0.003    0.000 {method 'clip' of 'numpy.ndarray' objects}
      306    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:1412(bind)
   450/30    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\nn\modules\module.py:2142(state_dict)
      110    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\legend.py:1128(_get_anchored_bbox)
      758    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\cbook.py:133(_weak_or_strong_ref)
       40    0.003    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axes\_base.py:319(<genexpr>)
       65    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\pathlib.py:835(stat)
      353    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:2766(_revalidate)
      144    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\PIL\Image.py:1602(getim)
     1500    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\lines.py:1203(_set_markercolor)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\calculus\util.py:1(<module>)
      500    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\lines.py:1144(set_linestyle)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_inductor\cpu_vec_isa.py:1(<module>)
       20    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\stable_baselines3\common\logger.py:163(__init__)
       25    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\serialization.py:1974(_is_torchscript_zip)
      149    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_dynamo\trace_rules.py:3403(<genexpr>)
     5867    0.003    0.000    0.003    0.000 C:\Users\clark\Documents\Robotarium\robotarium_python_simulator\rps\robotarium_abc.py:130(set_velocities)
     2404    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\cbook.py:564(is_scalar_or_string)
     5340    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\matrices\eigen.py:1(<module>)
      306    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:1394(_bind)
      589    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\inspect.py:1463(formatannotation)
     1397    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:74(__new__)
     1174    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\ticker.py:552(_format_maybe_minus_and_locale)
     3581    0.003    0.000    0.003    0.000 {built-in method _winapi.LCMapStringEx}
      743    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:304(ymin)
     6908    0.001    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\re\_parser.py:261(get)
      110    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\offsetbox.py:1088(_get_anchored_bbox)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\functions\elementary\hyperbolic.py:1(<module>)
       15    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\legend_handler.py:86(update_prop)
      228    0.001    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\offsetbox.py:151(_get_aligned_offsets)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:860(callit)
       46    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\inspect.py:2189(_signature_strip_non_python_syntax)
       73    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:456(_apply_tickdir)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:272(idle_draw)
      632    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backend_bases.py:848(set_clip_path)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\backend_tkagg.py:9(draw)
      500    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\lines.py:1059(set_color)
        9    0.000    0.000    0.003    0.000 C:\Users\clark\miniforge3\Lib\tkinter\__init__.py:2396(readprofile)
1467/1189    0.001    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
       91    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1689(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\mpmath\calculus\__init__.py:1(<module>)
       73    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\axis.py:450(_get_text1_transform)
      442    0.000    0.000    0.003    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\markers.py:345(get_transform)
      895    0.001    0.000    0.003    0.000 {method 'any' of 'numpy.generic' objects}
       24    0.001    0.000    0.002    0.000 C:\Users\clark\miniforge3\Lib\collections\__init__.py:355(namedtuple)
       89    0.001    0.000    0.002    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\sympy\multipledispatch\utils.py:25(_toposort)
        1    0.000    0.000    0.002    0.002 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\torch\_decomp\decompositions_for_rng.py:1(<module>)
    10159    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     4003    0.002    0.000    0.002    0.000 C:\Users\clark\miniforge3\Lib\copy.py:231(_keep_alive)
      550    0.001    0.000    0.002    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:319(min)
        1    0.000    0.000    0.002    0.002 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\mpmath\libmp\libmpf.py:1(<module>)
      228    0.001    0.000    0.002    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\offsetbox.py:70(_get_packed_offsets)
        1    0.000    0.000    0.002    0.002 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
      701    0.001    0.000    0.002    0.000 C:\Users\clark\OneDrive - Georgia Institute of Technology\Georgia Tech\2- Spring 2025\CS 7631\Project\aco_decentral_hetero\venv\Lib\site-packages\matplotlib\transforms.py:309(xmax)
     1012    0.000    0.000    0.002    0.000 C:\Users\clark\miniforge3\Lib\typing.py:730(<genexpr>)
